hash_name,cost_price,profit_rub,profit_percent
Souvenir UMP-45 | Mudder (Factory New),95,174,183.0
★ Hand Wraps | Overprint (Minimal Wear),37940,16579,44.0
Sticker | FASHR (Holo) | Paris 2023,72,-4,-6.0
StatTrak™ P250 | Visions (Minimal Wear),928,65,7.000000000000001
StatTrak™ M4A4 | Faded Zebra (Field-Tested),299,137,46.0
FAMAS | Pulse (Minimal Wear),515,51,10.0
'Blueberries' Buckshot | NSWC SEAL,729,-34,-5.0
StatTrak™ XM1014 | Slipstream (Field-Tested),20,1,5.0
Souvenir AK-47 | Safari Mesh (Battle-Scarred),948,207,22.0
StatTrak™ Galil AR | Connexion (Field-Tested),54,0,0.0
Tec-9 | Sandstorm (Minimal Wear),90,-10,-11.0
SG 553 | Tiger Moth (Minimal Wear),96,37,39.0
M4A1-S | Decimator (Minimal Wear),1457,168,12.0
M249 | Spectre (Factory New),19,12,63.0
Nova | Baroque Orange (Field-Tested),7317,3086,42.0
Operator | FBI SWAT,339,22,6.0
Maximus | Sabre,165,34,21.0
Sticker | Edward | Katowice 2019,15,8,53.0
Souvenir MAG-7 | Prism Terrace (Minimal Wear),908,437,48.0
Desert Eagle | Fennec Fox (Factory New),37920,5081,13.0
FAMAS | Waters of Nephthys (Field-Tested),6490,403,6.0
Sticker | Twistzz (Gold) | Paris 2023,1612,527,33.0
USP-S | Ticket to Hell (Factory New),167,4,2.0
Sticker | Poorly Drawn SAS (Holo),135,116,86.0
★ Specialist Gloves | Tiger Strike (Field-Tested),39925,2207,6.0
FAMAS | Eye of Athena (Well-Worn),287,11,4.0
★ Nomad Knife | Stained (Well-Worn),20190,5147,25.0
StatTrak™ G3SG1 | Dream Glade (Battle-Scarred),31,-2,-6.0
★ Survival Knife | Forest DDPAT (Field-Tested),7859,1176,15.0
★ Stiletto Knife | Damascus Steel (Minimal Wear),25725,3155,12.0
Souvenir XM1014 | Hieroglyph (Factory New),61,48,79.0
★ StatTrak™ Nomad Knife | Slaughter (Minimal Wear),41734,10582,25.0
StatTrak™ Tec-9 | Jambiya (Minimal Wear),125,21,17.0
StatTrak™ R8 Revolver | Junk Yard (Minimal Wear),43,-1,-2.0
CZ75-Auto | Jungle Dashed (Field-Tested),29,-2,-7.000000000000001
Glock-18 | Blue Fissure (Field-Tested),138,1,1.0
M4A1-S | Control Panel (Field-Tested),1051,31,3.0
Souvenir P250 | Black & Tan (Minimal Wear),18,20,111.00000000000001
★ Ursus Knife | Damascus Steel (Minimal Wear),15677,2985,19.0
USP-S | Cortex (Battle-Scarred),131,18,14.000000000000002
P2000 | Fire Elemental (Field-Tested),962,257,27.0
R8 Revolver | Reboot (Well-Worn),27,5,19.0
USP-S | Check Engine (Battle-Scarred),67,15,22.0
Sticker | Bullet Rain (Foil),382,169,44.0
StatTrak™ SG 553 | Heavy Metal (Battle-Scarred),18,-1,-6.0
★ Sport Gloves | Nocts (Minimal Wear),45894,4491,10.0
StatTrak™ Dual Berettas | Elite 1.6 (Minimal Wear),37,2,5.0
Souvenir Desert Eagle | Urban DDPAT (Well-Worn),95,9,9.0
Sticker | Pain Train (Holo),30,5,17.0
"Music Kit | Austin Wintory, Bachram",134,1,1.0
Sticker | Vortigaunt (Holo),240,-18,-7.000000000000001
StatTrak™ AK-47 | Neon Rider (Field-Tested),6098,365,6.0
★ Sport Gloves | Bronze Morph (Battle-Scarred),10413,1607,15.0
★ Gut Knife | Autotronic (Field-Tested),15711,784,5.0
StatTrak™ AUG | Syd Mead (Battle-Scarred),283,62,22.0
Souvenir Dual Berettas | Briar (Field-Tested),112,30,27.0
PP-Bizon | Photic Zone (Well-Worn),38,11,28.999999999999996
PP-Bizon | Photic Zone (Battle-Scarred),41,-3,-7.000000000000001
Dual Berettas | Cartel (Well-Worn),40,2,5.0
Galil AR | Chromatic Aberration (Well-Worn),112,9,8.0
★ Skeleton Knife | Case Hardened (Minimal Wear),57560,11030,19.0
StatTrak™ Tec-9 | Re-Entry (Factory New),341,-20,-6.0
★ Talon Knife | Case Hardened (Well-Worn),41910,1777,4.0
CZ75-Auto | Eco (Field-Tested),49,5,10.0
★ M9 Bayonet | Rust Coat (Well-Worn),42682,13784,32.0
SG 553 | Ultraviolet (Factory New),3388,1387,41.0
Sticker | max (Glitter) | Rio 2022,24,0,0.0
★ Skeleton Knife | Case Hardened (Field-Tested),47832,3857,8.0
★ Skeleton Knife | Case Hardened (Well-Worn),40101,-391,-1.0
★ Talon Knife | Damascus Steel (Factory New),41312,5166,13.0
StatTrak™ Glock-18 | Wasteland Rebel (Field-Tested),1396,48,3.0
P250 | Apep's Curse (Well-Worn),4931,-169,-3.0
Desert Eagle | Blue Ply (Factory New),97,-10,-10.0
★ Survival Knife | Night Stripe (Field-Tested),9686,1050,11.0
Souvenir PP-Bizon | Facility Sketch (Field-Tested),25,-6,-24.0
Sticker | friberg | Cluj-Napoca 2015,104,21,20.0
StatTrak™ USP-S | Orion (Minimal Wear),7927,1201,15.0
Sawed-Off | Amber Fade (Minimal Wear),46,-10,-22.0
PP-Bizon | Antique (Factory New),818,73,9.0
M4A1-S | Cyrex (Factory New),2690,-10,-0.0
Five-SeveN | Silver Quartz (Field-Tested),36,-5,-14.000000000000002
CZ75-Auto | Twist (Field-Tested),275,-34,-12.0
PP-Bizon | Embargo (Field-Tested),136,-18,-13.0
Sticker | Tornado Chaos (Foil),744,212,28.000000000000004
SG 553 | Integrale (Battle-Scarred),756,111,15.0
Souvenir MP5-SD | Dirt Drop (Factory New),146,247,169.0
Souvenir M249 | Contrast Spray (Factory New),58,243,419.00000000000006
SG 553 | Damascus Steel (Field-Tested),78,-10,-13.0
StatTrak™ SG 553 | Heavy Metal (Minimal Wear),45,-3,-7.000000000000001
AK-47 | Rat Rod (Well-Worn),271,43,16.0
P90 | Facility Negative (Well-Worn),32,-4,-12.0
★ Butterfly Knife | Fade (Minimal Wear),270986,11344,4.0
Souvenir MP9 | Dark Age (Minimal Wear),930,-9,-1.0
StatTrak™ FAMAS | Neural Net (Factory New),500,27,5.0
Sticker | Purrurists (Foil),572,628,110.00000000000001
Sticker | EZ,31,17,55.00000000000001
StatTrak™ MP9 | Starlight Protector (Minimal Wear),2012,-45,-2.0
Souvenir M4A4 | Tornado (Field-Tested),583,42,7.000000000000001
CZ75-Auto | Tuxedo (Factory New),150,-10,-7.000000000000001
Desert Eagle | Mecha Industries (Battle-Scarred),318,0,0.0
Souvenir Galil AR | Amber Fade (Well-Worn),422,313,74.0
AUG | Spalted Wood (Factory New),272,24,9.0
Sticker | I See You (Holo),60,28,47.0
Sticker | Handle With Care (Holo),56,32,56.99999999999999
Sticker | Eye Contact (Holo),34,47,138.0
Sticker | Cyber Romanov (Holo),65,97,149.0
StatTrak™ R8 Revolver | Junk Yard (Battle-Scarred),19,4,21.0
★ M9 Bayonet | Ultraviolet (Minimal Wear),57506,6093,11.0
StatTrak™ AUG | Stymphalian (Field-Tested),230,7,3.0
Desert Eagle | Naga (Factory New),565,106,19.0
Sticker | Boombl4 (Foil) | London 2018,514,100,19.0
Sticker | Calyx (Foil) | London 2018,537,88,16.0
Sticker | draken (Foil) | London 2018,491,769,157.0
Death Sentence Pin,188,5,3.0
PP-Bizon | Photic Zone (Minimal Wear),53,-9,-17.0
P250 | Hive (Minimal Wear),447,14,3.0
Souvenir Tec-9 | Blast From the Past (Battle-Scarred),44,180,409.0
StatTrak™ G3SG1 | Scavenger (Field-Tested),78,-15,-19.0
★ Karambit | Forest DDPAT (Battle-Scarred),36585,6100,17.0
StatTrak™ Galil AR | Firefight (Field-Tested),81,18,22.0
★ StatTrak™ M9 Bayonet | Lore (Field-Tested),82655,21116,26.0
AK-47 | Nightwish (Factory New),8909,565,6.0
StatTrak™ AWP | Mortis (Factory New),1477,27,2.0
Sticker | YEKINDAR (Gold) | Stockholm 2021,921,208,23.0
Sticker | FalleN (Foil) | London 2018,936,1746,187.0
★ Specialist Gloves | Mogul (Field-Tested),15447,3334,22.0
★ StatTrak™ Butterfly Knife | Tiger Tooth (Factory New),143224,12457,9.0
StatTrak™ Dual Berettas | Flora Carnivora (Field-Tested),92,-6,-7.000000000000001
StatTrak™ XM1014 | XOXO (Field-Tested),252,54,21.0
P90 | Nostalgia (Minimal Wear),550,18,3.0
Sticker | NQZ | Rio 2022,25,-5,-20.0
P2000 | Panther Camo (Field-Tested),260,23,9.0
Sticker | sdy (Holo) | Paris 2023,257,10,4.0
StatTrak™ MP7 | Powercore (Minimal Wear),262,-42,-16.0
Sticker | BIG (Holo) | Rio 2022,79,-1,-1.0
Sticker | F1KU (Gold) | Paris 2023,371,-51,-14.000000000000002
StatTrak™ SG 553 | Heavy Metal (Field-Tested),20,4,20.0
★ Skeleton Knife | Scorched (Minimal Wear),24254,4193,17.0
AUG | Death by Puppy (Minimal Wear),594,128,22.0
Sawed-Off | Parched (Battle-Scarred),40,6,15.0
Sticker | Brehze (Holo) | Rio 2022,41,21,51.0
Souvenir P90 | Scorched (Field-Tested),14,-4,-28.999999999999996
Sticker | apEX (Holo) | Rio 2022,93,42,45.0
StatTrak™ Galil AR | Akoben (Battle-Scarred),19,8,42.0
Sticker | sdy (Foil) | London 2018,2974,646,22.0
StatTrak™ Dual Berettas | Shred (Field-Tested),30,-5,-17.0
Patch | Death From Below,669,143,21.0
StatTrak™ MAG-7 | Justice (Well-Worn),271,11,4.0
StatTrak™ SG 553 | Triarch (Field-Tested),38,5,13.0
StatTrak™ Glock-18 | Off World (Factory New),406,-30,-7.000000000000001
XM1014 | Charter (Field-Tested),29,-1,-3.0
StatTrak™ UMP-45 | Exposure (Field-Tested),73,-8,-11.0
